hotel_id,city,check_in,check_out,breakfast_0_1,accommadation_type,distance_km,Sustain_cert,reviews_0_10,nr_reviews,Price_euro
317,Berlin,2/5/2025,2/6/2025,0,Hotel,2.5,1,8.300000000000001,1485,219
318,Berlin,2/5/2025,2/6/2025,0,Hotel,1.7,0,9.300000000000001,1187,250
319,Berlin,2/5/2025,2/6/2025,0,Hotel,4.4,0,6.5,1177,112
320,Berlin,2/5/2025,2/6/2025,0,Hotel,2.7,0,7.1,2447,159
321,Berlin,2/5/2025,2/6/2025,0,Hotel,3.2,1,8.199999999999999,9097,289
322,Berlin,2/5/2025,2/6/2025,0,Hotel,4.4,0,7.2,1193,110
323,Berlin,2/5/2025,2/6/2025,0,Hotel,2.6,0,9,795,149
324,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,5.8,0,7.8,1081,64
325,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,11.1,0,6.9,291,76
326,Berlin,2/5/2025,2/6/2025,0,Aparthotel,1.6,1,8.300000000000001,4542,183
327,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,8.699999999999999,0,7.6,611,100
328,Berlin,2/5/2025,2/6/2025,1,Hotel,4.4,0,8.4,2478,177
329,Berlin,2/5/2025,2/6/2025,0,Hotel,17.5,0,5.8,1145,65
330,Berlin,2/5/2025,2/6/2025,0,Hotel,12.4,0,8.1,2561,161
331,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,.3,0,8.300000000000001,11231,193
332,Berlin,2/5/2025,2/6/2025,0,Hotel,10.7,0,7.2,1943,55
333,Berlin,2/5/2025,2/6/2025,0,Pension,2,0,6.7,111,87
334,Berlin,2/5/2025,2/6/2025,0,Hotel,3.1,0,8.199999999999999,1960,23
335,Berlin,2/5/2025,2/6/2025,0,Hotel,1.9,0,9,689,245
336,Berlin,2/5/2025,2/6/2025,1,Hotel,5.1,0,7,1244,107
337,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,7.4,0,9,35,125
338,Berlin,2/5/2025,2/6/2025,1,Hotel,15.9,0,8.4,544,89
339,Berlin,2/5/2025,2/6/2025,0,Hotel,4.8,0,6.6,3303,149
340,Berlin,2/5/2025,2/6/2025,0,Aparthotel,2.9,0,8.5,4171,259
341,Berlin,2/5/2025,2/6/2025,0,Hotel,25.7,0,8,342,89
342,Berlin,2/5/2025,2/6/2025,0,Aparthotel,3.4,0,8.199999999999999,407,190
343,Berlin,2/5/2025,2/6/2025,1,Hotel,5.8,0,8.4,208,230
344,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,2.3,0,7.9,11,127
345,Berlin,2/5/2025,2/6/2025,1,Hotel,5.2,0,6.1,1170,102
346,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,5,0,9.6,30,189
347,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,2.4,0,7.1,526,95
348,Berlin,2/5/2025,2/6/2025,0,Hotel,13.1,0,7.9,185,126
349,Berlin,2/5/2025,2/6/2025,0,Hostel,5,0,8.199999999999999,2440,19
350,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,5.6,0,7.1,165,106
351,Berlin,2/5/2025,2/6/2025,0,Aparthotel,2.6,0,8.300000000000001,2166,206
352,Berlin,2/5/2025,2/6/2025,0,Privatzimmer,7.3,0,6.2,117,71
353,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,3.8,0,7.8,167,151
354,Berlin,2/5/2025,2/6/2025,0,Hostel,4.2,0,4.8,3021,17
355,Berlin,2/5/2025,2/6/2025,0,Hotel,6.3,0,5.2,1125,60
356,Berlin,2/5/2025,2/6/2025,0,Pension,2.2,0,7.6,12,118
357,Berlin,2/5/2025,2/6/2025,0,Aparthotel,14.4,0,7.3,40,74
358,Berlin,2/5/2025,2/6/2025,0,Hotel,13.3,0,7.6,801,83
359,Berlin,2/5/2025,2/6/2025,0,Hotel,9.699999999999999,0,4.4,400,66
360,Berlin,2/5/2025,2/6/2025,0,Hotel,8.199999999999999,0,8,1666,95
361,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,2.1,0,5.9,13,96
362,Berlin,2/5/2025,2/6/2025,0,Hotel,4.8,0,6.7,689,132
363,Berlin,2/5/2025,2/6/2025,0,Hotel,1.3,0,8.300000000000001,4938,218
364,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,2.3,0,8.9,51,166
365,Berlin,2/5/2025,2/6/2025,0,Hotel,3.7,1,7.7,903,180
366,Berlin,2/5/2025,2/6/2025,0,Aparthotel,4.8,0,8.6,2654,224
367,Berlin,2/5/2025,2/6/2025,0,Aparthotel,.9,1,8.800000000000001,1542,210
368,Berlin,2/5/2025,2/6/2025,1,Hostel,2.6,0,6.1,1848,33
369,Berlin,2/5/2025,2/6/2025,0,Hotel,2.9,1,8.699999999999999,4309,299
370,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,4.1,0,6.5,21,111
371,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,2.2,0,5.5,1466,84
372,Berlin,2/5/2025,2/6/2025,0,Hotel,2.6,0,9.199999999999999,400,220
373,Berlin,2/5/2025,2/6/2025,0,Hotel,2.6,0,8.699999999999999,3657,260
374,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,5,0,6,4,81
375,Berlin,2/5/2025,2/6/2025,0,Hotel,16,0,7.7,203,86
376,Berlin,2/5/2025,2/6/2025,0,Hotel,5,0,7.1,1616,130
377,Berlin,2/5/2025,2/6/2025,1,Hotel,.9,0,6.5,1576,163
378,Berlin,2/5/2025,2/6/2025,0,Aparthotel,4.5,0,8.6,1593,230
379,Berlin,2/5/2025,2/6/2025,0,Hotel,1.4,1,8.6,3093,246
380,Berlin,2/5/2025,2/6/2025,1,Hostel,16.2,0,6.7,5800,27
381,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,3.7,0,7.7,149,152
382,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,4.3,0,7.3,43,111
383,Berlin,2/5/2025,2/6/2025,0,Hostel,.6,0,6.4,1295,112
384,Berlin,2/5/2025,2/6/2025,0,Hotel,14,0,6.4,2152,69
385,Berlin,2/5/2025,2/6/2025,0,Hotel,1.6,1,8.5,1736,233
386,Berlin,2/5/2025,2/6/2025,0,Pension,9,0,7.1,725,95
387,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,3.8,0,9.800000000000001,8,209
388,Berlin,2/5/2025,2/6/2025,0,Hotel,20.2,0,6.1,316,105
389,Berlin,2/5/2025,2/6/2025,0,Hotel,22.9,0,8.6,464,89
390,Berlin,2/5/2025,2/6/2025,0,Aparthotel,2.4,0,8.6,3184,224
391,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,3.3,0,9.199999999999999,485,190
392,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,5.5,0,5.8,120,105
393,Berlin,2/5/2025,2/6/2025,0,Hostel,6.4,0,3.7,1144,12
394,Berlin,2/5/2025,2/6/2025,1,Hotel,4.5,0,6.8,2563,121
395,Berlin,2/5/2025,2/6/2025,0,Hotel,1.8,0,8.5,4792,289
396,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,2.9,0,6.8,41,136
397,Berlin,2/5/2025,2/6/2025,0,Hotel,3.7,1,8.6,1722,364
398,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,.6,0,5.6,11,125
399,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,2.6,0,8.800000000000001,72,218
400,Berlin,2/5/2025,2/6/2025,0,Motel,22.4,0,8.699999999999999,126,117
401,Berlin,2/5/2025,2/6/2025,0,Pension,7.9,0,5.9,1003,70
402,Berlin,2/5/2025,2/6/2025,0,Hotel,1,0,8.800000000000001,2855,377
403,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,5.5,0,6.6,124,161
404,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,3.5,0,7.9,103,177
405,Berlin,2/5/2025,2/6/2025,0,Hotel,10.4,0,3.6,5065,19
406,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,5.1,0,9.5,10,211
407,Berlin,2/5/2025,2/6/2025,0,Hotel,9.9,0,7,61,170
408,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,3.2,0,4,33,89
409,Berlin,2/5/2025,2/6/2025,0,Hotel,11.9,0,6.4,300,127
410,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,5.5,0,7.8,38,196
411,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,6.4,0,7.9,21,117
412,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,2.7,0,8.1,1626,238
413,Berlin,2/5/2025,2/6/2025,0,Hotel,1.2,1,7.9,3155,317
414,Berlin,2/5/2025,2/6/2025,0,Hotel,3.7,0,7.2,1304,175
415,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,2.6,0,6.4,25,151
416,Berlin,2/5/2025,2/6/2025,0,Privatzimmer,12.2,0,8.6,112,78
417,Berlin,2/5/2025,2/6/2025,0,Hotel,4,0,7.6,6655,431
418,Berlin,2/5/2025,2/6/2025,0,Hotel,1,0,9,1860,259
419,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,6.4,0,7.3,80,177
420,Berlin,2/5/2025,2/6/2025,0,Hotel,5.2,0,7.4,3490,382
421,Berlin,2/5/2025,2/6/2025,0,Aparthotel,1.2,1,7.8,123,269
422,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,1.5,0,9.1,20,247
423,Berlin,2/5/2025,2/6/2025,0,Hotel,26.9,0,6.9,224,149
424,Berlin,2/5/2025,2/6/2025,0,Aparthotel,1.8,0,8.4,2106,308
425,Berlin,2/5/2025,2/6/2025,0,Hotel,1.5,0,8.699999999999999,504,395
426,Berlin,2/5/2025,2/6/2025,0,Hotel,1.3,1,8.6,3502,425
427,Berlin,2/5/2025,2/6/2025,0,Hotel,.6,0,9.1,940,387
428,Berlin,2/5/2025,2/6/2025,0,Hotel,3.9,0,8.800000000000001,7593,425
429,Berlin,2/5/2025,2/6/2025,0,Pension,3.2,0,6,6,96
430,Berlin,2/5/2025,2/6/2025,0,Hotel,.2,0,9.199999999999999,4050,503
431,Berlin,2/5/2025,2/6/2025,0,Aparthotel,5,0,8.199999999999999,603,224
432,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,5,0,8,14,224
433,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,3.9,0,6.2,42,99
434,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,3.7,0,8.9,45,270
435,Berlin,2/5/2025,2/6/2025,0,Pension,5.6,0,4.8,13,57
436,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,4.1,0,8.5,459,197
437,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,8.6,0,7.5,41,116
438,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,3.2,0,8.699999999999999,8,279
439,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,4.3,0,9.6,16,322
440,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,11.5,0,2,4,51
441,Berlin,2/5/2025,2/6/2025,0,Hotel,2.8,0,8.4,5911,500
442,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,7.7,0,6.9,17,120
443,Berlin,2/5/2025,2/6/2025,0,Hostel,6.3,0,4.7,156,60
444,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,4.8,0,9.699999999999999,3,262
445,Berlin,2/5/2025,2/6/2025,0,Privatzimmer,5.8,0,8,3,180
446,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,5.3,0,8.800000000000001,4,169
447,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,2.1,0,9.300000000000001,4,318
448,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,3.6,0,8.6,37,328
449,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,6.1,0,8.800000000000001,96,270
450,Berlin,2/5/2025,2/6/2025,0,Hotel,3.4,0,8.699999999999999,5824,488
451,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,5.4,0,7.3,30,247
452,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,3.4,0,8.4,38,383
453,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,10.8,0,5,2,130
454,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,17.4,0,8.699999999999999,20,152
455,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,4.8,0,6.9,19,200
456,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,6.1,0,8.300000000000001,97,230
457,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,10.8,0,4.3,15,130
458,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,10.8,0,3.3,3,108
459,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,3.6,0,9,68,544
460,Berlin,2/5/2025,2/6/2025,0,Hotel,2,1,8.6,2398,618
461,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,6.1,0,8.6,131,250
462,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,7.4,0,9.699999999999999,3,594
463,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,18.4,0,2.8,4,99
464,Berlin,2/5/2025,2/6/2025,0,Aparthotel,3.5,0,8.699999999999999,475,597
465,Berlin,2/5/2025,2/6/2025,0,Boot,8.1,0,9.6,9,558
466,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,7.7,0,9.4,13,402
467,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,2.7,0,8.300000000000001,478,1269
468,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,2.7,0,4.8,8,433
469,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,4.8,0,4.7,7,702
470,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,4.7,0,5.5,2,716
471,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,5.1,0,2.8,5,711
472,Berlin,2/5/2025,2/6/2025,0,Ferienwohnung,6.7,0,5,3,661
473,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.4,0,8,6808,65
474,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.1,0,8.6,1970,73
475,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.6,0,8.1,3836,71
476,Frankfurt,2/17/2025,2/18/2025,1,Hotel,9.1,1,8.300000000000001,17287,100
477,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.3,1,8,4436,65
478,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.6,0,8.5,905,69
479,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.4,0,7.8,6454,68
480,Frankfurt,2/17/2025,2/18/2025,0,Hotel,10.4,1,7.9,13865,129
481,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1,1,8,1756,72
482,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.5,1,8.1,4024,68
483,Frankfurt,2/17/2025,2/18/2025,0,Hotel,5.3,0,8.5,543,57
484,Frankfurt,2/17/2025,2/18/2025,0,Hotel,8.699999999999999,1,8.6,10508,94
485,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.2,1,8.6,10218,101
486,Frankfurt,2/17/2025,2/18/2025,0,Hotel,5.5,0,8.199999999999999,4028,62
487,Frankfurt,2/17/2025,2/18/2025,0,Hotel,9.1,1,8.9,4379,110
488,Frankfurt,2/17/2025,2/18/2025,0,Hotel,10.3,0,8.199999999999999,8697,121
489,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.5,0,7,1550,65
490,Frankfurt,2/17/2025,2/18/2025,0,Hotel,4.2,1,8.1,6292,52
491,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2,1,8.699999999999999,8668,91
492,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2,0,7.5,3083,57
493,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.3,0,7.5,4225,47
494,Frankfurt,2/17/2025,2/18/2025,0,Hotel,4.3,0,7.4,1135,50
495,Frankfurt,2/17/2025,2/18/2025,0,Hotel,9,1,8.199999999999999,5571,90
496,Frankfurt,2/17/2025,2/18/2025,1,Hotel,2.3,1,8.300000000000001,5979,93
497,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.3,1,7.8,4309,62
498,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.2,1,8,7155,67
499,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.4,0,8.1,1344,69
500,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.6,0,6.8,5902,47
501,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1,0,8,1894,69
502,Frankfurt,2/17/2025,2/18/2025,1,Hotel,3,1,8.1,6315,70
503,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.2,1,8,1296,83
504,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.4,0,8.4,3488,101
505,Frankfurt,2/17/2025,2/18/2025,1,Hotel,2,1,8.300000000000001,7201,92
506,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.6,0,7.3,1781,66
507,Frankfurt,2/17/2025,2/18/2025,0,Hotel,5.6,0,8.4,4596,81
508,Frankfurt,2/17/2025,2/18/2025,1,Hotel,1.5,0,8.5,5200,76
509,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.9,0,8,1209,64
510,Frankfurt,2/17/2025,2/18/2025,0,Hotel,9.1,0,8.1,11036,105
511,Frankfurt,2/17/2025,2/18/2025,0,Hotel,8.9,1,7.9,17842,94
512,Frankfurt,2/17/2025,2/18/2025,0,Hotel,5.4,0,7.1,3872,84
513,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1,0,8.4,2855,96
514,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.3,0,7.4,3686,51
515,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1,0,8.5,2049,88
516,Frankfurt,2/17/2025,2/18/2025,1,Hotel,.6,0,8,2839,64
517,Frankfurt,2/17/2025,2/18/2025,1,Hotel,1.9,0,8.1,8072,64
518,Frankfurt,2/17/2025,2/18/2025,1,Hotel,1.6,0,7.8,10465,52
519,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.3,0,8.6,897,73
520,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.2,0,7.9,2059,74
521,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.6,1,8.199999999999999,5466,65
522,Frankfurt,2/17/2025,2/18/2025,1,Hotel,1.5,0,8.1,5055,71
523,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.6,0,8.4,526,64
524,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.8,0,8.5,5707,70
525,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.4,1,8.4,9492,111
526,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.1,0,6.7,2040,49
527,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1,0,7.5,1764,52
528,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,.8,0,8.199999999999999,327,74
529,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,2.1,0,9.199999999999999,541,76
530,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.7,1,7.3,2876,73
531,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.6,0,7.5,3540,62
532,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,1,0,7.9,1082,63
533,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.3,0,8,7077,77
534,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,.9,0,7.7,3032,67
535,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.2,1,7.9,2487,59
536,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.7,0,8.5,1167,83
537,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.1,0,6.6,6096,46
538,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.6,0,8,4600,48
539,Frankfurt,2/17/2025,2/18/2025,1,Hotel,1.3,1,5.8,1898,47
540,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.4,0,7,729,67
541,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.35,0,8.199999999999999,4972,85
542,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.3,0,7.4,673,52
543,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.2,0,8.4,1801,75
544,Frankfurt,2/17/2025,2/18/2025,0,Hotel,8.9,1,8.300000000000001,5308,104
545,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.9,0,7.1,3208,45
546,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.2,0,7.8,1904,74
547,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.4,0,6.2,1721,36
548,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.1,0,7,4122,45
549,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.1,1,8.6,3416,101
550,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.35,0,7.1,3743,55
551,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,4,0,6.8,2399,71
552,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.1,0,7,1247,64
553,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.8,0,8.1,1597,83
554,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.2,0,8.699999999999999,1992,110
555,Frankfurt,2/17/2025,2/18/2025,0,Hotel,10.3,1,8.300000000000001,7178,130
556,Frankfurt,2/17/2025,2/18/2025,0,Hotel,4.6,1,8,280,60
557,Frankfurt,2/17/2025,2/18/2025,1,Hotel,1.2,0,8.6,2056,102
558,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.9,0,7.7,2741,51
559,Frankfurt,2/17/2025,2/18/2025,0,Ferienwohnung,1.1,0,7.3,3041,64
560,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.5,1,8.300000000000001,1558,91
561,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.6,0,8,2090,62
562,Frankfurt,2/17/2025,2/18/2025,0,Hotel,8.9,0,8.300000000000001,1247,100
563,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.3,0,7.7,1529,73
564,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.2,1,7.6,3680,53
565,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.7,0,8.800000000000001,436,97
566,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.6,1,8.199999999999999,1766,80
567,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.3,0,8.6,52,72
568,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.6,0,8.300000000000001,3333,61
569,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.6,0,8.5,1051,100
570,Frankfurt,2/17/2025,2/18/2025,0,Hotel,5.5,1,8.6,2998,86
571,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.2,0,7.9,1523,76
572,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.7,0,7.5,4061,42
573,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2,1,8.9,4031,126
574,Frankfurt,2/17/2025,2/18/2025,0,Hotel,10.2,0,8.5,5057,151
575,Frankfurt,2/17/2025,2/18/2025,0,Hotel,11,1,7.9,3902,69
576,Frankfurt,2/17/2025,2/18/2025,0,Hotel,3.7,1,8,1930,88
577,Frankfurt,2/17/2025,2/18/2025,0,Hotel,8.800000000000001,0,8.6,3927,99
578,Frankfurt,2/17/2025,2/18/2025,0,Hotel,3,0,8.5,11,48
579,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.4,0,7.3,1615,66
580,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.4,1,8.5,1121,74
581,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.8,1,8.5,1886,100
582,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.6,0,6.7,1246,48
583,Frankfurt,2/17/2025,2/18/2025,0,Hotel,3.7,1,7.7,1177,69
584,Frankfurt,2/17/2025,2/18/2025,1,Hotel,3.3,0,8.199999999999999,3118,73
585,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.3,0,7,2331,50
586,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.5,0,8.300000000000001,4356,78
587,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2,0,7.7,1175,61
588,Frankfurt,2/17/2025,2/18/2025,1,Hotel,1.5,0,8.5,2148,106
589,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1,0,7.2,2469,60
590,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.2,0,6.9,3194,44
591,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.7,1,8.5,2229,120
592,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.4,0,6.8,5348,43
593,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.7,0,8.300000000000001,2246,117
594,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.8,1,8.699999999999999,4472,103
595,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,1.2,0,8,1217,78
596,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.5,0,7.8,2571,84
597,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1,0,8.300000000000001,4332,112
598,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,.5,0,8.1,452,99
599,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.4,0,8.300000000000001,4685,132
600,Frankfurt,2/17/2025,2/18/2025,0,Hotel,.9,1,7.9,2371,120
601,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.7,0,8.199999999999999,2463,96
602,Frankfurt,2/17/2025,2/18/2025,0,Hotel,5.9,0,8.1,3297,56
603,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1,0,7.8,24,67
604,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.5,0,7.7,306,72
605,Frankfurt,2/17/2025,2/18/2025,0,Pension,2.2,0,7,606,52
606,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,3.6,0,8.5,501,71
607,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.1,0,6.1,2180,57
608,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.3,0,6.2,1919,47
609,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.1,0,8.699999999999999,1640,117
610,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,2.1,1,8.5,1814,100
611,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.1,0,8,8666,144
612,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,8.9,0,8.5,12381,98
613,Frankfurt,2/17/2025,2/18/2025,0,Pension,2,0,8.199999999999999,948,67
614,Frankfurt,2/17/2025,2/18/2025,0,Hotel,3.4,1,8.300000000000001,3984,81
615,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1,0,7.2,1448,61
616,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.5,1,8.4,1683,99
617,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.6,1,8.6,2053,75
618,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.4,0,7.2,1277,46
619,Frankfurt,2/17/2025,2/18/2025,0,Hotel,4,0,7.5,1922,45
620,Frankfurt,2/17/2025,2/18/2025,0,Aparthotel,.15,0,8.300000000000001,435,114
621,Frankfurt,2/17/2025,2/18/2025,0,Hotel,1.2,0,6.2,1013,39
622,Frankfurt,2/17/2025,2/18/2025,1,Hotel,1.3,0,8.1,4111,54
623,Frankfurt,2/17/2025,2/18/2025,0,Hotel,4.6,0,7.3,1266,47
624,Frankfurt,2/17/2025,2/18/2025,0,Hotel,2.9,0,7.5,909,91
625,Frankfurt,2/17/2025,2/18/2025,1,Hotel,2.3,1,7,1668,59
